system:index,area,class,key,year,.geo
17_0000000000000000005b_0_3,25.23532970212434,21,78,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000005b_0_4,2.5450605323242117,24,78,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000022_0_0,64.70372135573379,0,32,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000022_0_1,4.480646666544345,3,32,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000022_0_2,0.03228417102050782,15,32,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000022_0_3,7.97351716611624,21,32,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001c_0_0,17.810544157437697,0,46,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001c_0_1,54.82867992449663,3,46,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001c_0_2,4.467072842776314,21,46,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001c_0_3,0.09061369647216798,24,46,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000061_0_0,0.030292652993594897,0,85,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000061_0_1,55.28250491902407,3,85,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000061_0_2,2.1829981088256822,15,85,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000061_0_3,19.42379125687742,21,85,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000061_0_4,0.2678595043334961,24,85,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000011_0_0,29.094603151862334,0,9,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000011_0_1,2.8894208337940794,3,9,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000011_0_2,0.3214021524306351,15,9,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000011_0_3,27.70738665071496,21,9,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000011_0_4,17.1782801784409,24,9,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001a_0_0,2.309821740224807,0,49,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001a_0_1,61.12858173730325,3,49,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001a_0_2,0.19627043266529762,15,49,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001a_0_3,13.553965341837483,21,49,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000004_0_0,28.211281970463947,0,10,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000004_0_1,2.8590175358111174,3,10,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000004_0_2,1.2809395004258066,15,10,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000004_0_3,42.29436282651012,21,10,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000004_0_4,2.5424816729865487,24,10,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000032_0_0,40.722251543938185,0,23,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000032_0_1,15.149791763791137,3,23,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000032_0_2,1.4154735618903602,15,23,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000032_0_3,19.047076251876703,21,23,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000032_0_4,0.8551313682250986,24,23,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000003a_0_0,6.828074708903591,0,88,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000003a_0_1,65.73463737102705,3,88,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000003a_0_2,2.4436925237038976,15,88,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000003a_0_3,0.506752823303222,18,88,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000003a_0_4,1.1239809273461456,21,88,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000003a_0_5,0.5582143754882815,24,88,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000021_0_0,9.575161519004208,0,53,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000021_0_1,61.249658496302345,3,53,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000021_0_2,0.06975919281005856,15,53,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000021_0_3,6.057815998115572,21,53,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000021_0_4,0.24328978253173855,24,53,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000057_0_0,31.781019515245678,0,70,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000057_0_1,17.336803327913334,3,70,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000057_0_2,2.9001091002834154,15,70,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000057_0_3,22.61679211584911,21,70,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000057_0_4,2.5470476427001887,24,70,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002a_0_0,28.396928326623552,0,5,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002a_0_1,46.921479840766146,3,5,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002a_0_2,0.0690202750854492,15,5,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002a_0_3,1.799703310546865,21,5,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001b_0_0,54.95681821292252,0,54,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001b_0_1,17.048108137163968,3,54,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001b_0_2,0.04187491137695312,15,54,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001b_0_3,5.115738400630718,21,54,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001b_0_4,0.034897069030761736,24,54,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000042_0_0,60.850447215859255,0,97,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000042_0_1,15.708338507386106,3,97,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000042_0_2,0.6314457755737319,21,97,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000013_0_0,45.1995508268834,0,20,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000013_0_1,14.289323670016014,3,20,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000013_0_2,2.8174738174014786,15,20,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000013_0_3,14.827919289775188,21,20,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000013_0_4,0.05584483801269533,24,20,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002c_0_0,35.94968687450486,0,35,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002c_0_1,37.06064667449476,3,35,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002c_0_2,0.04898371215820311,15,35,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002c_0_3,4.105689054764316,21,35,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002c_0_4,0.02361521655273438,24,35,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000036_0_0,61.631514859238784,0,29,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000036_0_1,4.153738685978002,3,29,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000036_0_2,0.26877590863037093,15,29,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000036_0_3,11.110580493137176,21,29,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000036_0_4,0.02617963641357423,24,29,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000c_0_0,3.1752141008389145,0,21,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000c_0_1,51.99336890556469,3,21,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000c_0_2,0.6791687300455733,15,21,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000c_0_3,21.342877227201498,21,21,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001e_0_0,41.00868541927478,0,51,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001e_0_1,31.12383794413643,3,51,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001e_0_2,0.03402192987060547,15,51,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001e_0_3,4.839758372066028,21,51,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001e_0_4,0.186680242919922,24,51,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002f_0_0,40.459176442409714,0,103,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002f_0_1,34.10391197536976,3,103,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002f_0_2,0.04888143243408206,15,103,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002f_0_3,2.440021689148907,21,103,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002f_0_4,0.13965910437011705,24,103,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000012_0_0,30.928016681157565,0,13,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000012_0_1,1.9324415680096785,3,13,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000012_0_2,0.44249827017295784,15,13,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000012_0_3,28.012737273429792,21,13,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000012_0_4,15.870091626380278,24,13,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000052_0_0,37.10772814795333,0,58,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000052_0_1,32.26971491977939,3,58,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000052_0_2,0.1818840894473806,15,58,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000052_0_3,7.636882118675348,21,58,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000066_0_0,0.10655166422861138,0,104,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000066_0_1,73.969408544151,3,104,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000066_0_2,0.458313160187126,15,104,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000066_0_3,2.6526123412911145,21,104,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000058_0_0,0.18128276258042275,0,79,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000058_0_1,54.08824152272207,3,79,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000058_0_2,5.21464313746871,15,79,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000058_0_3,17.424978859320813,21,79,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000058_0_4,0.2754771002197265,24,79,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000018_0_0,24.50476163854795,0,101,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000018_0_1,4.228155794826313,3,101,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000018_0_2,0.2592647043457035,15,101,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000018_0_3,29.04748643890798,21,101,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000018_0_4,19.146493870024422,24,101,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000056_0_0,0.6131345456562111,0,76,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000056_0_1,35.65436420826628,3,76,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000056_0_2,21.70742882487216,15,76,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000056_0_3,19.09550905196145,21,76,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000056_0_4,0.10974441149902339,24,76,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000017_0_0,27.34407337033563,0,100,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000017_0_1,1.9197085856938398,3,100,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000017_0_2,0.13551487124813305,15,100,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000017_0_3,29.5533072998,21,100,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000017_0_4,18.242106537284805,24,100,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000064_0_0,0.3375534534026503,0,83,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000064_0_1,51.201069272550725,3,83,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000064_0_2,2.6652937543244017,15,83,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000064_0_3,22.698362255158052,21,83,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000064_0_4,0.2906169534912109,24,83,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000054_0_0,13.548732414267294,0,74,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000054_0_1,23.454027086674547,3,74,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000054_0_2,26.82384387760201,15,74,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000054_0_3,10.163581962108049,21,74,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000054_0_4,3.1893788256225752,24,74,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000065_0_0,21.65413377396008,0,86,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000065_0_1,44.685728353381855,3,86,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000065_0_2,2.0321262627194816,15,86,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000065_0_3,8.576984299425282,21,86,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000065_0_4,0.23633480694580047,24,86,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000002_0_0,25.286412659295934,0,14,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000002_0_1,3.217113341845696,3,14,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000002_0_2,0.2592640280584597,15,14,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000002_0_3,29.333299745565835,21,14,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000002_0_4,19.09080567627405,24,14,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001d_0_0,4.440393105778361,0,47,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001d_0_1,66.21891449831517,3,47,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001d_0_2,0.616583304257622,15,47,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001d_0_3,3.80451172306028,18,47,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001d_0_4,2.047975813798975,21,47,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000001d_0_5,0.06881294561767576,24,47,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000059_0_0,0.3004140457517137,0,80,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000059_0_1,45.720254758549856,3,80,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000059_0_2,5.66106825426742,15,80,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000059_0_3,25.48188025755593,21,80,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000059_0_4,0.021045161010742185,24,80,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000053_0_0,53.50088864777274,0,59,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000053_0_1,12.733718054544456,3,59,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000053_0_2,0.8016057518504436,15,59,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000053_0_3,8.859954260918249,21,59,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000053_0_4,1.2935523500366253,24,59,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000027_0_0,16.060472541465924,0,38,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000027_0_1,31.0758832231472,3,38,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000027_0_2,2.9305535441308073,15,38,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000027_0_3,26.50614914110643,21,38,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000027_0_4,0.6148932250964608,24,38,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000005e_0_0,32.01810265514472,0,87,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000005e_0_1,17.370377544987928,3,87,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000005e_0_2,2.8692339302210437,15,87,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000005e_0_3,22.381824536299945,21,87,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000005e_0_4,2.5470476427001887,24,87,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000020_0_0,0.2973461110258216,0,52,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000020_0_1,67.75055194162918,3,52,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000020_0_2,0.144763973022461,15,52,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000020_0_3,9.004151212874318,21,52,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000043_0_0,13.133105549136369,0,98,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000043_0_1,63.341670562308536,3,98,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000043_0_2,0.7109489643554682,21,98,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000023_0_0,61.89124778570578,0,26,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000023_0_1,4.039534681172205,3,26,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000023_0_2,0.06632001849365238,15,26,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000023_0_3,11.199181537987675,21,26,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002b_0_0,34.51234538412154,0,42,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002b_0_1,29.605383469125204,3,42,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002b_0_2,2.2772200558763487,15,42,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002b_0_3,10.769279657135296,21,42,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000002b_0_4,0.025343690368652347,24,42,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000007_0_0,21.003911059955822,0,22,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000007_0_1,25.708309897941852,3,22,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000007_0_2,1.1389795603118287,15,22,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000007_0_3,29.335873501268583,21,22,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000010_0_0,4.653261587809139,0,17,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000010_0_1,17.646831144910443,3,17,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000010_0_2,3.705558279034296,15,17,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000010_0_3,51.186271741790094,21,17,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000005c_0_0,27.83089811805579,0,77,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000005c_0_1,23.774367531791945,3,77,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000005c_0_2,2.766490205054188,15,77,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000005c_0_3,21.823786870545444,21,77,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000005c_0_4,0.983418563450478,24,77,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000003e_0_0,6.517717117173756,0,94,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000003e_0_1,70.01582700092307,3,94,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000003e_0_2,0.18240975073242202,15,94,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000003e_0_3,0.16059293426513682,18,94,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000003e_0_4,0.31420466625976523,21,94,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000034_0_0,41.23536243789812,0,31,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000034_0_1,33.101386380943936,3,31,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000034_0_2,0.010473068115234374,15,31,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000034_0_3,2.7428072191727275,21,31,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000034_0_4,0.10299856909179685,24,31,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000026_0_0,1.7983769497865043,0,34,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000026_0_1,48.50406069806552,3,34,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000026_0_2,2.2770786259430653,15,34,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000026_0_3,23.859993434838085,21,34,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000026_0_4,0.749060605834962,24,34,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000030_0_0,15.390176276697202,0,40,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000030_0_1,61.34087210084184,3,40,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000030_0_2,0.4564133243013273,21,40,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000047_0_0,67.78113662266911,0,67,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000047_0_1,4.434576611056606,3,67,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000047_0_2,4.9360065934398705,21,67,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000047_0_3,0.04190683996582031,24,67,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000004a_0_0,71.36062428733976,0,69,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000004a_0_1,2.193783311732863,3,69,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000004a_0_2,3.5578369220449564,21,69,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000004a_0_3,0.0724578513793945,24,69,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000055_0_0,7.437648608929099,0,75,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000055_0_1,64.39819661651678,3,75,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000055_0_2,3.4654610176882366,15,75,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000055_0_3,0.11503238256835933,18,75,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000055_0_4,1.7569621757202156,21,75,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000033_0_0,18.749752959614543,0,24,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000033_0_1,16.18176748650485,3,24,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000033_0_2,1.9734638516776282,15,24,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000033_0_3,40.28512554238795,21,24,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000000_0_0,28.132510355613704,0,99,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000000_0_1,2.6411866142578178,3,99,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000000_0_2,0.21973130579020184,15,99,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000000_0_3,27.01108964218583,21,99,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000000_0_4,19.18794695675643,24,99,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000040_0_0,8.05468698100646,0,89,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000040_0_1,67.64014913668971,3,89,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000040_0_2,0.07156877947998048,15,89,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000040_0_3,0.22744735154502732,18,89,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000040_0_4,1.163014121605495,21,89,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000040_0_5,0.04102036260986328,24,89,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000005d_0_0,2.680467607097058,0,82,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
