"year","key","yearly_cases_C","yearly_cases_CP","onekm","twokm","threekm","fourkm","fivekm","tenkm","fifteenkm","twentykm","thirtykm","fortykm","population","urban","ag","all_cutoffs","clust","mean_temp","sum_precip"
2005-01-01,17,1,1,"1","1","1","1","1","1","1","1","1","1",574.105790792918,0,50.4551226000292,1,10,297.895939425841,0.755648694696118
2005-01-01,18,0,0,"1","1","1","1","1","1","1","1","1","1",301.76058457234,0,46.58131591857,1,8,297.932250963955,0.603127127616011
2005-01-01,19,0,0,"0","1","1","1","1","1","1","1","1","1",1978.98194960151,13.3143025001245,33.1912611414472,2,1,297.994158657705,0.639084304960757
2005-01-01,20,1,1,"0","0","0","0","0","0","1","1","1","1",948.754763437929,0.00610800421142578,13.6580269592374,4,11,297.925239479778,0.639371526964335
2005-01-01,21,0,0,"0","0","0","0","0","0","1","1","1","1",257.763322739448,0,17.3464535404143,4,5,297.879356288769,0.579386333787026
2005-01-01,22,0,0,"0","0","0","0","0","1","1","1","1","1",311.195744276735,0,28.0497381751044,3,5,297.920933604009,0.666726812104692
2005-01-01,23,22,22,"0","0","0","0","0","1","1","1","1","1",2317.69462273139,0.288833402160645,12.6499412492455,3,35,297.807876610654,0.642101670800181
2005-01-01,24,3,3,"1","1","1","1","1","1","1","1","1","1",480.975073948182,0,37.3113238589219,1,10,297.870633984864,0.644336067641307
2005-01-01,25,1,1,"0","0","0","0","0","1","1","1","1","1",262.070099748761,0,4.27389391208955,3,37,297.805429172268,0.748121303136066
2005-01-01,26,0,0,"0","0","0","0","0","0","1","1","1","1",70.2533295711698,0,3.03517419822016,4,22,297.793315220418,0.584827665218117
2005-01-01,27,1,1,"1","1","1","1","1","1","1","1","1","1",654.832137985369,0,14.8355941722272,1,38,297.736963232297,0.734769832658397
2005-01-01,28,0,0,"0","0","0","0","0","0","0","0","1","1",241.562820343594,0,0.732068619873524,6,39,297.690859379179,0.78168793992352
2005-01-01,29,4,4,"0","0","0","0","0","0","1","1","1","1",338.133609947043,0,3.8619027294596,4,37,297.799657601149,0.659175409620251
2005-01-01,30,0,0,"0","0","0","0","0","0","0","1","1","1",384.786929473222,0,3.21994454691017,5,22,297.791270675455,0.641934006048834
2005-01-01,31,1,1,"0","0","0","0","0","0","0","0","1","1",558.829329831208,0.102998569091797,1.73987349789585,6,36,297.730812133534,0.657775199452404
2005-01-01,32,2,2,"0","0","0","0","0","0","0","1","1","1",162.528447898603,0,4.32931222171894,5,22,297.777538657046,0.766896188951228
2005-01-01,34,19,19,"1","1","1","1","1","1","1","1","1","1",745.674809284726,0.359233714050293,20.7572720408677,1,24,297.888608932137,0.547599018407513
2005-01-01,35,0,0,"0","0","0","0","0","0","0","0","0","1",187.557446104061,0,0.223173379001034,7,29,297.812600993816,0.632003196924676
2005-01-01,36,0,0,"0","0","0","0","0","0","0","0","0","1",148.9199986556,0,0.125127721923828,7,34,297.774600353915,0.521601975021119
2005-01-01,37,1,1,"1","1","1","1","1","1","1","1","1","1",909.893567326104,0.40579939239502,21.8969431352595,1,26,297.863360746681,0.464792186149704
2005-01-01,38,11,11,"1","1","1","1","1","1","1","1","1","1",1113.30569827262,0.440204251403809,19.0544681729354,1,25,297.887725321693,0.602816804369741
2005-01-01,39,0,0,"0","0","0","0","0","0","0","0","1","1",214.491628850202,0,0.892054523413086,6,31,297.90959613447,0.575478674743656
2005-01-01,40,0,0,"0","0","0","0","0","0","0","1","1","1",72.5671843327798,0,0.460166918235151,5,33,297.949971800033,0.688350179484185
2005-01-01,41,7,7,"1","1","1","1","1","1","1","1","1","1",451.443278735744,0.18085982800293,36.3459019700759,1,30,297.955683725165,0.567926283290169
2005-01-01,42,1,1,"0","0","0","0","0","0","1","1","1","1",283.318628592277,0,7.68007590458155,4,28,297.903653480125,0.500615145177514
2005-01-01,43,0,0,"0","0","0","0","0","0","0","0","0","0",171.595673446331,0,0.10772670526123,0,12,297.713983051172,0.4680276083408
2005-01-01,44,3,3,"0","0","0","0","0","0","1","1","1","1",466.597139138623,0,11.3108442370765,4,9,297.876883285564,0.623772208180107
2005-01-01,45,11,11,"1","1","1","1","1","1","1","1","1","1",2611.26337377514,0.579423044494628,14.668636600003,1,13,295.508655502604,0.95191516622956
2005-01-01,46,1,1,"0","0","0","0","0","0","1","1","1","1",194.828967617786,0.0270098348999024,1.92280887266247,4,16,296.037871153558,0.794961404606346
2005-01-01,47,1,1,"1","1","1","1","1","1","1","1","1","1",152.060752576471,0.0113236575927734,1.40901113357221,1,17,294.518042956234,0.713343834235042
2005-01-01,48,8,8,"1","1","1","1","1","1","1","1","1","1",444.350299758361,0.0793434346313476,7.27002276232999,1,19,297.157105476406,0.818918460464797
2005-01-01,49,8,8,"1","1","1","1","1","1","1","1","1","1",188.662572912438,0,10.7333692448653,1,14,297.361989901509,0.740292214170585
2005-01-01,50,1,1,"1","1","1","1","1","1","1","1","1","1",174.828677983477,0,8.28117636905352,1,23,297.403455466763,0.804419809447892
2005-01-01,51,1,1,"0","0","0","0","0","1","1","1","1","1",177.696579905517,0,1.26748543946198,3,18,297.624345071444,0.50389507671727
2005-01-01,52,4,4,"1","1","1","1","1","1","1","1","1","1",90.2463553624195,0,6.02685340066292,1,20,297.354624818462,0.59986105997054
2005-01-01,53,0,0,"1","1","1","1","1","1","1","1","1","1",20.1832905759093,0.126440798645019,4.00031629116933,1,21,297.334155416964,0.743199754699054
2005-01-01,54,2,2,"0","0","0","0","0","0","1","1","1","1",42.9922662467176,0.00785184924316406,0.882724360408768,4,15,297.641546129752,0.73142199555693
2005-01-01,55,0,0,"1","1","1","1","1","1","1","1","1","1",898.655982221572,0.579423044494628,14.0784008838353,1,13,295.499154424438,0.912321919346865
2005-01-01,56,14,14,"0","0","0","0","0","0","0","0","1","1",2528.53042262848,0.658979483581544,8.74517957776355,6,55,296.375477767752,0.87859968881664
2005-01-01,57,0,0,"0","0","0","0","0","0","0","0","1","1",847.717839623115,0,16.8875787052624,6,54,297.175675931627,0.753924538923553
2005-01-01,58,9,9,"0","0","0","0","0","0","0","0","1","1",471.652953102998,0,6.69247615544408,6,57,296.302049491167,0.630644070055365
2005-01-01,59,4,4,"0","0","0","0","0","0","0","1","1","1",575.156911589986,0.658979483581544,11.2961756618975,5,55,296.401885432948,0.838998468036369
2005-01-01,60,2,2,"0","0","0","0","1","1","1","1","1","1",216.911187516982,0.431122790724331,19.1635299759132,2,56,295.627004944006,0.85441433204571
2005-01-01,61,4,4,"0","0","0","0","0","1","1","1","1","1",393.848848126252,0,16.6952928608828,3,56,296.132920721141,0.933273069277093
2005-01-01,62,11,11,"0","0","0","0","0","0","0","0","0","1",1135.50119101888,0.208632774780273,4.28246313319501,7,49,297.418951329853,0.548074953338846
2005-01-01,63,3,3,"0","0","0","0","0","1","1","1","1","1",611.357049445882,0.039238203918457,5.71859219604203,3,19,297.065547077823,0.882494163159398
2005-01-01,64,1,1,"0","0","0","0","0","0","0","0","1","1",1898.81344804737,0.0950879650878907,5.55080738366443,6,54,297.278718529931,0.738026065801012
2005-01-01,65,0,0,"0","0","0","0","0","0","0","0","0","1",428.016617235668,0.0287993586425781,1.27744633677356,7,50,297.361550800053,0.733711312241152
2005-01-01,66,0,0,"0","0","0","0","0","0","0","0","0","1",916.085353149179,0.0375180680541992,1.52676293457845,7,52,297.242296934326,0.606659444113853
2005-01-01,67,1,1,"0","0","0","0","0","0","0","0","0","1",1117.6933561517,0.030557083984375,2.73432553688629,7,32,297.513709718609,0.574743368688918
2005-01-01,68,1,1,"0","0","0","0","0","0","0","0","0","1",745.888033219956,0.00960213006591797,1.59226086807502,7,51,297.458022860118,0.699960860689105
2005-01-01,69,1,1,"0","0","0","0","0","0","0","0","0","1",593.900360579927,0,1.26666565825483,7,53,297.569883612436,0.677198251057213
2005-01-01,70,17,17,"1","1","1","1","1","1","1","1","1","1",1380.84054948331,1.83772992791747,49.4626446788015,1,61,297.955202682231,0.559934772490024
2005-01-01,71,17,17,"1","1","1","1","1","1","1","1","1","1",650.392575142329,0.41347746484375,13.8895307873508,1,66,297.844291765244,0.430019491968482
2005-01-01,72,3,3,"1","1","1","1","1","1","1","1","1","1",204.14625164588,0.106825442077637,6.33426157072442,1,68,297.839825326838,0.591258506415273
2005-01-01,73,0,0,"1","1","1","1","1","1","1","1","1","1",127.137919495688,0.168313964538574,20.624694192115,1,69,297.964787204949,0.475830605747477
2005-01-01,74,6,6,"1","1","1","1","1","1","1","1","1","1",404.637178674133,2.32529688745119,31.1973064076762,1,58,298.181223883275,0.210732979794769
2005-01-01,75,0,0,"0","0","0","0","0","0","0","1","1","1",94.3345711283014,0,2.46890751424608,5,59,298.128263923106,0.53115453275181
2005-01-01,76,0,0,"1","1","1","1","1","1","1","1","1","1",80.6289799085373,0.0974530696411132,16.5505349728473,1,60,298.128972372779,0.487225943019401
2005-01-01,77,0,0,"0","0","0","0","1","1","1","1","1","1",87.5522418179002,0.682875849732643,39.4621875441876,2,61,297.953784594952,0.444960675460731
2005-01-01,78,2,2,"1","1","1","1","1","1","1","1","1","1",3080.26590574989,1.83772992791747,52.2369404670607,1,61,297.955202682231,0.514534655801644
2005-01-01,79,1,1,"1","1","1","1","1","1","1","1","1","1",191.888233714376,0.229859120178223,14.131221431418,1,62,297.855994429615,0.487469193221017
2005-01-01,80,0,0,"0","0","0","1","1","1","1","1","1","1",251.037386594618,0.0166607393188477,32.9093302714353,2,63,297.923051397303,0.488643003764984
2005-01-01,81,2,2,"1","1","1","1","1","1","1","1","1","1",171.309803398606,0,20.3638175547881,1,64,297.960369288936,0.527283571337092
2005-01-01,82,11,11,"0","0","0","0","0","0","1","1","1","1",421.10901452381,0.10173171661377,14.6072533520844,4,65,297.902856270602,0.43571094631487
2005-01-01,83,4,4,"1","1","1","1","1","1","1","1","1","1",182.133025665799,0.119922559082031,13.9286003680975,1,67,297.888048663326,0.481479396076587
2005-01-01,84,4,4,"0","0","0","1","1","1","1","1","1","1",336.691359763929,0.197771517314836,16.3487595568084,2,25,297.90301932635,0.51316904493811
2005-01-01,85,5,5,"0","0","0","1","1","1","1","1","1","1",79.8362124291873,0.0997910003051758,8.80975959264858,2,67,297.888439097345,0.528816097849918
2005-01-01,86,0,0,"0","0","0","0","0","0","1","1","1","1",122.203038178071,0.0577699212036133,8.51219004433971,4,70,297.939747999381,0.458335672750359
2005-01-01,87,0,0,"0","1","1","1","1","1","1","1","1","1",1939.1402529397,1.83772992791747,49.2816041696225,2,61,297.955202682231,0.559934772490024
2005-01-01,88,14,14,"0","0","0","0","0","0","0","0","0","0",862.344203692914,0.334054901855468,4.84638694660047,0,40,293.832384136381,1.29762765698268
2005-01-01,89,11,11,"0","0","0","0","0","0","0","0","0","0",287.869387489357,0.0192010375366211,0.998537014118986,0,43,295.45570028188,0.837454315773465
2005-01-01,90,5,5,"0","0","0","0","0","0","0","0","0","0",344.086346255177,0.019184701171875,3.3321744299788,0,40,293.262137270836,1.24731049459702
2005-01-01,91,6,6,"0","0","0","0","0","0","0","0","0","0",301.073257594726,0.0104744983520508,0.956140912320486,0,41,296.317080770718,0.904203782248582
2005-01-01,92,9,9,"0","0","0","0","0","0","0","0","0","0",155.288324097857,0,3.07453229835613,0,42,294.491597439544,1.15573334739802
2005-01-01,93,0,0,"0","0","0","0","0","0","0","0","0","0",20.6983188565542,0,0.641887748596192,0,45,296.78122931948,0.747172532494812
2005-01-01,94,10,10,"0","0","0","0","0","0","0","0","0","0",304.490247140037,0,1.18264759270379,0,43,295.093543071259,1.03675856757745
2005-01-01,95,12,12,"0","0","0","0","0","0","0","0","0","0",489.245362090012,0,1.29364761932373,0,48,297.472398188147,0.537574128728253
2005-01-01,96,6,6,"0","0","0","0","0","0","0","0","0","0",298.048313386321,0,1.29710103966351,0,44,297.347473304752,0.62705901054458
2005-01-01,97,2,2,"0","0","0","0","0","0","0","0","0","0",221.459592078,0,0.842453266874187,0,46,297.606439408189,0.478181939684815
2005-01-01,98,5,5,"0","0","0","0","0","0","0","0","0","0",230.195057363048,0,0.591871704589843,0,47,297.106347339864,0.447655780728265
2005-01-01,99,25,25,"1","1","1","1","1","1","1","1","1","1",5631.15360186106,12.8157626535703,30.9786089546483,1,1,297.993170332238,0.667084902364914
2005-01-01,100,1,1,"1","1","1","1","1","1","1","1","1","1",10324.1961921219,13.1769949674197,31.4023222708552,1,1,297.994309410902,0.581479677334658
2005-01-01,101,0,0,"0","1","1","1","1","1","1","1","1","1",29816.1629099462,13.7288645075294,33.8141157117772,2,1,297.994158657705,0.723668992382034
2005-01-01,102,0,0,"0","0","0","0","0","1","1","1","1","1",117.65860899024,0,9.93595913034986,3,56,295.400842568259,0.950575872797558
2005-01-01,103,1,1,"0","0","0","0","0","0","0","0","0","1",117.35241299585,0.0157115962524414,2.02147586691009,7,32,297.474103941935,0.653076550426859
2005-01-01,104,2,2,"0","0","0","0","0","1","1","1","1","1",208.540938878146,0,3.10479895683954,3,71,297.868848328573,0.591033589743724
2005-01-01,105,15,15,"1","1","1","1","1","1","1","1","1","1",30860.4582104311,13.2267665959198,31.2408796876941,1,1,297.99419809525,0.742060644249457
2005-01-01,106,0,0,"1","1","1","1","1","1","1","1","1","1",30860.4582104311,13.2267665959198,31.2408796876941,1,1,297.99419809525,0.742060644249457
2006-01-01,1,12,12,"1","1","1","1","1","1","1","1","1","1",9853.88596277228,13.5716213581269,31.5631360776575,1,1,298.207275927866,0.784314155813462
2006-01-01,2,0,0,"1","1","1","1","1","1","1","1","1","1",301.26015249163,13.390444941807,31.5545369230234,1,1,298.207868122478,0.784932488204154
2006-01-01,3,0,0,"0","0","0","0","0","0","1","1","1","1",1622.46802166027,0,11.6241469020328,4,4,298.136230852529,0.804807439428308
2006-01-01,4,0,0,"1","1","1","1","1","1","1","1","1","1",862.934078705549,11.3046475828231,28.5362948406368,1,1,298.19554073725,0.772075493177337
2006-01-01,5,0,0,"0","0","0","0","0","0","0","0","0","1",276.207360844139,0,1.62583088262939,7,27,298.325005075064,0.581988135063175
2006-01-01,6,0,0,"0","0","0","0","0","0","0","0","0","1",891.528729125098,0,2.46615800067137,7,6,298.359716756494,0.746000053915335
2006-01-01,7,0,0,"0","0","0","0","0","0","0","0","0","0",86.8310711318397,0,0.833623802006503,0,2,298.353553281837,0.47803192231053
2006-01-01,8,0,0,"0","0","0","0","0","0","0","0","0","0",437.552919943859,0,0.579728211364747,0,7,298.278449230638,0.571359029710439
2006-01-01,9,0,0,"1","1","1","1","1","1","1","1","1","1",842.67065677445,12.7247395803955,29.6932617079605,1,1,298.20401606076,0.714766132990136
2006-01-01,10,0,0,"0","0","1","1","1","1","1","1","1","1",1375.44385281775,1.25587071462762,39.3938491082987,2,3,298.191781248176,0.692571988645885
2006-01-01,11,1,1,"0","0","0","0","0","1","1","1","1","1",1429.72533843721,0.812755008177033,28.5487354495077,3,3,298.191163790993,0.59544671873711
2006-01-01,12,0,0,"0","0","0","1","1","1","1","1","1","1",660.060056178167,3.72123737883229,32.722539975322,2,3,298.196773345057,0.609354558124181
2006-01-01,13,0,0,"1","1","1","1","1","1","1","1","1","1",705.028564375144,12.1768766281621,28.0493430180782,1,1,298.20310384156,0.565725690522214
2006-01-01,14,6,6,"0","1","1","1","1","1","1","1","1","1",6239.2235065659,13.9186824376684,33.3261581608505,2,1,298.207482493723,0.60609779936955
2006-01-01,15,0,0,"0","0","0","0","1","1","1","1","1","1",244.469316560399,8.20247850882154,30.4601797925692,2,1,298.207482493723,0.645841917360996
2006-01-01,16,0,0,"0","0","0","0","1","1","1","1","1","1",156.15246616225,0.323504900852577,31.8750813708263,2,11,298.159348363062,0.641437934256684
2006-01-01,17,0,0,"1","1","1","1","1","1","1","1","1","1",615.681972558649,0,51.3271197330861,1,10,298.134120979836,0.81627418728273
2006-01-01,18,0,0,"1","1","1","1","1","1","1","1","1","1",327.520926671813,0,47.4837452881052,1,8,298.170343801613,0.649127672861674
2006-01-01,19,3,3,"0","1","1","1","1","1","1","1","1","1",2089.17216295824,13.6301253663152,33.3706977965222,2,1,298.207482493723,0.67565000585458
2006-01-01,20,0,0,"0","0","0","0","0","0","1","1","1","1",936.416001043885,0.0148337633056641,13.5822942394053,4,11,298.149002299493,0.690526043106993
2006-01-01,21,0,0,"0","0","0","0","0","0","1","1","1","1",257.193775595649,0,18.0513627560019,4,5,298.086359936868,0.618136905869465
2006-01-01,22,0,0,"0","0","0","0","0","1","1","1","1","1",354.087011717154,0,28.2958361325448,3,5,298.137375977581,0.715188230996353
2006-01-01,23,0,0,"0","0","0","0","0","1","1","1","1","1",2613.74622270502,0.29057861895752,12.1453157726666,3,35,297.998378041768,0.706561273048825
2006-01-01,24,1,1,"1","1","1","1","1","1","1","1","1","1",506.387126349375,0,38.1999097171159,1,10,298.104106776115,0.69747772583478
2006-01-01,25,0,0,"0","0","0","0","0","1","1","1","1","1",379.920438830011,0,3.49179577596219,3,37,297.988234044677,0.826110216840897
2006-01-01,26,0,0,"0","0","0","0","0","0","1","1","1","1",64.4824122381092,0,2.32778308453536,4,22,297.94884257925,0.65262976001064
2006-01-01,27,3,3,"1","1","1","1","1","1","1","1","1","1",666.619233207906,0,14.8910205025166,1,38,297.897905973744,0.830623379312322
2006-01-01,28,0,0,"0","0","0","0","0","0","0","0","1","1",232.439959085174,0,0.525411607383817,6,39,297.824241598631,0.85607522948226
2006-01-01,29,0,0,"0","0","0","0","0","0","1","1","1","1",411.364238541532,0,3.09529577865994,4,37,297.964312379895,0.734007507683405
2006-01-01,30,0,0,"0","0","0","0","0","0","0","1","1","1",354.192756536446,0,2.363850389141,5,22,297.945436913976,0.71610580301386
2006-01-01,31,0,0,"0","0","0","0","0","0","0","0","1","1",543.721049584218,0.102998569091797,1.06554301131424,6,36,297.87897506844,0.727746199572009
2006-01-01,32,0,0,"0","0","0","0","0","0","0","1","1","1",199.33778894119,0,3.05640030699629,5,22,297.922563042733,0.853459411178632
2006-01-01,34,6,6,"1","1","1","1","1","1","1","1","1","1",920.470415994604,0.36797385345459,21.210618000108,1,24,298.021038424649,0.553377457230618
2006-01-01,35,0,0,"0","0","0","0","0","0","0","0","0","1",196.813992604158,0,0.166322610141171,7,29,297.930573409121,0.635164363361978
2006-01-01,36,0,0,"0","0","0","0","0","0","0","0","0","1",178.645475326716,0,0.103252003417969,7,34,297.877830109757,0.540576801059212
2006-01-01,37,0,0,"1","1","1","1","1","1","1","1","1","1",965.237658924589,0.417168643005371,21.5391316892673,1,26,297.965215234854,0.470746628021092
2006-01-01,38,9,9,"1","1","1","1","1","1","1","1","1","1",1273.39547141094,0.442829685668946,19.6534269233142,1,25,297.963626747292,0.613308259300716
2006-01-01,39,0,0,"0","0","0","0","0","0","0","0","1","1",217.277120241829,0,0.90423496495481,6,31,298.026765234228,0.565912404756537
2006-01-01,40,2,2,"0","0","0","0","0","0","0","1","1","1",81.8387553363978,0,0.414693841988837,5,33,298.132861194098,0.709407875507347
2006-01-01,41,0,0,"1","1","1","1","1","1","1","1","1","1",480.336683992516,0.18085982800293,39.522842701687,1,30,298.125344553145,0.58218404986157
2006-01-01,42,0,0,"0","0","0","0","0","0","1","1","1","1",273.065646165602,0,8.60343874887058,4,28,298.042755777467,0.50013782670871
2006-01-01,43,0,0,"0","0","0","0","0","0","0","0","0","0",215.026374443392,0,0.123491593017578,0,12,297.655870065041,0.52577054339413
2006-01-01,44,0,0,"0","0","0","0","0","0","1","1","1","1",438.09366487943,0,11.65334675074,4,9,298.054655859545,0.633455740064659
2006-01-01,45,0,0,"1","1","1","1","1","1","1","1","1","1",4879.70547065406,0.677008842956544,13.678233535528,1,13,295.493890019812,1.16907829675683
2006-01-01,46,0,0,"0","0","0","0","0","0","1","1","1","1",176.905015597945,0.0261385552368164,1.79858453987175,4,16,296.051120883119,0.972804976352284
2006-01-01,47,0,0,"1","1","1","1","1","1","1","1","1","1",155.90218740581,0.0130657666015625,1.46280955722154,1,17,294.445459418944,0.841384348360437
2006-01-01,48,0,0,"1","1","1","1","1","1","1","1","1","1",411.633249095193,0.0793434346313476,6.98444366185178,1,19,297.236897116363,0.9379472628553
2006-01-01,49,0,0,"1","1","1","1","1","1","1","1","1","1",185.568360598661,0,10.4504433636864,1,14,297.456193622173,0.832212962534774
2006-01-01,50,0,0,"1","1","1","1","1","1","1","1","1","1",162.457050902383,0,7.77124642798805,1,23,297.503681374931,0.884991824082161
2006-01-01,51,0,0,"0","0","0","0","0","1","1","1","1","1",164.929387692698,0,1.13314231742206,3,18,297.743859406667,0.531183838519617
2006-01-01,52,0,0,"1","1","1","1","1","1","1","1","1","1",89.587680724011,0,5.61609231973036,1,20,297.468107163385,0.679565487349107
2006-01-01,53,0,0,"1","1","1","1","1","1","1","1","1","1",18.7323592599787,0.126440798645019,3.94451049276846,1,21,297.4366798611,0.821058828087973
2006-01-01,54,0,0,"0","0","0","0","0","0","1","1","1","1",40.0673277659506,0.00785184924316406,0.749130496790509,4,15,297.761270228943,0.78485067157638
2006-01-01,55,0,0,"1","1","1","1","1","1","1","1","1","1",1673.49292232281,0.677008842956544,13.1060863767172,1,13,295.483889631802,1.12032449045166
2006-01-01,56,3,3,"0","0","0","0","0","0","0","0","1","1",2637.82993991639,0.667696203918458,6.19067433120958,6,55,296.398581107876,1.0633769491735
2006-01-01,57,0,0,"0","0","0","0","0","0","0","0","1","1",944.823147462376,0,12.4304323953913,6,54,297.254459172038,0.868346157770845
2006-01-01,58,3,3,"0","0","0","0","0","0","0","0","1","1",509.925638727519,0,5.19269663068559,6,57,296.318828657935,0.76293434834378
2006-01-01,59,2,2,"0","0","0","0","0","0","0","1","1","1",637.205541025,0.667696203918458,9.69028778245874,5,55,296.427015320387,1.0153300504884
2006-01-01,60,0,0,"0","0","0","0","1","1","1","1","1","1",362.276251928819,0.483388813073969,17.9239415009224,2,56,295.617707319893,1.04679134264514
2006-01-01,61,1,1,"0","0","0","0","0","1","1","1","1","1",377.967098493737,0,15.3299613888513,3,56,296.148984267234,1.13687664383534
2006-01-01,62,0,0,"0","0","0","0","0","0","0","0","0","1",982.990632908416,0.231329059997559,3.5596859189137,7,49,297.518640399496,0.614401327614761
2006-01-01,63,0,0,"0","0","0","0","0","1","1","1","1","1",564.303655245577,0.05493361328125,4.26598126506588,3,19,297.137929963808,1.01630845794601
2006-01-01,64,0,0,"0","0","0","0","0","0","0","0","1","1",3296.21306159693,0.134344618041992,4.58596882265484,6,54,297.376367969491,0.824572757688538
2006-01-01,65,0,0,"0","0","0","0","0","0","0","0","0","1",636.621397183337,0.0287993586425781,1.24838206125871,7,50,297.463350248567,0.814512104402111
2006-01-01,66,0,0,"0","0","0","0","0","0","0","0","0","1",1383.26468081142,0.0375180680541992,1.23400031161846,7,52,297.338971151662,0.683034950461566
2006-01-01,67,0,0,"0","0","0","0","0","0","0","0","0","1",983.626305358338,0.0314301431884766,2.44507731146288,7,32,297.613006360931,0.639621037932073
2006-01-01,68,0,0,"0","0","0","0","0","0","0","0","0","1",561.28871795351,0.00960213006591797,1.30942005844368,7,51,297.559548064982,0.78869236448825
2006-01-01,69,0,0,"0","0","0","0","0","0","0","0","0","1",549.013404890506,0,0.968361656527892,7,53,297.667196928989,0.743122595824762
2006-01-01,70,8,8,"1","1","1","1","1","1","1","1","1","1",1577.65291034636,1.91400983111571,34.9367865141195,1,61,297.945422564075,0.52179576967114
2006-01-01,71,10,10,"1","1","1","1","1","1","1","1","1","1",643.122379724102,0.443261930603027,13.4481953353453,1,66,297.89643589985,0.412801378230946
2006-01-01,72,1,1,"1","1","1","1","1","1","1","1","1","1",183.331247791657,0.106825442077637,6.28833687103772,1,68,297.904986377082,0.582592117670641
2006-01-01,73,0,0,"1","1","1","1","1","1","1","1","1","1",254.557462489795,0.170067242492676,18.5310113687689,1,69,298.012848128551,0.440201424544305
2006-01-01,74,3,3,"1","1","1","1","1","1","1","1","1","1",600.493509693178,2.38325253063967,32.8792877120458,1,58,298.014754385089,0.200294199871815
2006-01-01,75,0,0,"0","0","0","0","0","0","0","1","1","1",83.8106020397064,0,2.24763549282274,5,59,297.961366276809,0.509100980212568
2006-01-01,76,0,0,"1","1","1","1","1","1","1","1","1","1",76.1777846624862,0.100086935180664,18.326108893286,1,60,297.970605336537,0.46137179164029
2006-01-01,77,3,3,"0","0","0","0","1","1","1","1","1","1",98.8426929732824,0.682875839112525,30.7668836214549,2,61,297.935317374344,0.414786848509536
2006-01-01,78,0,0,"1","1","1","1","1","1","1","1","1","1",3498.85174379217,1.91400983111571,38.3936698516093,1,61,297.945422564075,0.479488004562669
2006-01-01,79,2,2,"1","1","1","1","1","1","1","1","1","1",188.278222107862,0.229859120178223,13.3787161160843,1,62,297.746694565503,0.456610229148503
2006-01-01,80,1,1,"0","0","0","1","1","1","1","1","1","1",196.506341142399,0.0166607393188477,27.3688636726233,2,63,297.893571618173,0.455317679519666
2006-01-01,81,0,0,"1","1","1","1","1","1","1","1","1","1",171.827282274532,0,20.0802086572172,1,64,297.980551422739,0.488712371548331
2006-01-01,82,12,12,"0","0","0","0","0","0","1","1","1","1",404.152239738087,0.106993695129395,12.4407765152383,4,65,297.815575745546,0.40537521635215
2006-01-01,83,8,8,"1","1","1","1","1","1","1","1","1","1",176.61522746162,0.119922559082031,13.5447713869264,1,67,297.958488879189,0.487451822252207
2006-01-01,84,4,4,"0","0","0","1","1","1","1","1","1","1",342.515780484016,0.198646670818254,16.3102452368157,2,25,297.97421652616,0.522027619566793
2006-01-01,85,1,1,"0","0","0","1","1","1","1","1","1","1",74.6805087952043,0.0997910003051758,8.79200877372259,2,67,297.950618812372,0.534515760111735
2006-01-01,86,4,4,"0","0","0","0","0","0","1","1","1","1",115.82206988143,0.0726500166625977,8.03535043734147,4,70,298.009827789135,0.47601483614779
2006-01-01,87,0,0,"0","1","1","1","1","1","1","1","1","1",2215.84768411048,1.91400983111571,34.6733584358307,2,61,297.945422564075,0.52179576967114
2006-01-01,88,16,16,"0","0","0","0","0","0","0","0","0","0",843.873638966334,0.334927112182617,5.05108727729398,0,40,293.74562032161,1.63326496947569
2006-01-01,89,2,2,"0","0","0","0","0","0","0","0","0","0",300.048301619386,0.0192010375366211,1.12189612459405,0,43,295.430512111531,0.989142276030578
2006-01-01,90,5,5,"0","0","0","0","0","0","0","0","0","0",311.851017691668,0.019184701171875,3.36968264763017,0,40,293.167110845355,1.5727381586861
2006-01-01,91,14,14,"0","0","0","0","0","0","0","0","0","0",301.175485112104,0.0235676209716797,1.19451152413594,0,41,296.340864848316,1.0179624292221
2006-01-01,92,8,8,"0","0","0","0","0","0","0","0","0","0",162.234053424525,0,3.00299552193676,0,42,294.425038485078,1.4287664268941
2006-01-01,93,0,0,"0","0","0","0","0","0","0","0","0","0",20.6081078969965,0,0.756296305419922,0,45,296.840752109769,0.766613165288422
2006-01-01,94,11,11,"0","0","0","0","0","0","0","0","0","0",302.845589563566,0,1.1172315632396,0,43,295.048646403597,1.23115464645936
2006-01-01,95,3,3,"0","0","0","0","0","0","0","0","0","0",535.305692456666,0,1.07045204452526,0,48,297.53824619003,0.562128628510672
2006-01-01,96,4,4,"0","0","0","0","0","0","0","0","0","0",316.427623920847,0,1.05682560920769,0,44,297.413176050813,0.634934972958174
2006-01-01,97,2,2,"0","0","0","0","0","0","0","0","0","0",272.067838912327,0,0.928286848783365,0,46,297.504741328403,0.51111079567904
2006-01-01,98,2,2,"0","0","0","0","0","0","0","0","0","0",259.298803275482,0,0.669297299583287,0,47,296.927192549438,0.454487400296002
2006-01-01,99,16,16,"1","1","1","1","1","1","1","1","1","1",5797.188154841,13.1545045984556,30.862552868913,1,1,298.206310741736,0.705248764062868
2006-01-01,100,0,0,"1","1","1","1","1","1","1","1","1","1",10641.7951061114,13.5218497296269,31.7253290668925,1,1,298.206692879075,0.614137305314629
