"month","UBIGEO","e_salud","dx_code","dx_type","dengue_cases"
2020-11-01,170101,"170101A306","A97.0","D",21
2020-11-01,170101,"170101A306","A97.1","D",1
2020-11-01,170101,"170101A308","A97.0","C",9
2020-11-01,170101,"170101A308","A97.0","D",2
2020-11-01,170101,"170101A313","A97.0","D",1
2020-11-01,170101,"170101A320","A97.0","D",1
2020-11-01,170101,"170101A325","A97.0","D",3
2020-11-01,170101,"170101C101","A97.0","C",1
2020-11-01,170101,"170101C101","A97.0","D",1
2020-11-01,170101,"170102A201","A97.0","C",1
2020-11-01,170102,"170102A201","A97.0","C",5
2020-11-01,170102,"170102A201","A97.1","C",1
2020-11-01,170102,"170102A201","A97.0","D",19
2020-11-01,170204,"170102A201","A97.0","D",1
2020-11-01,170103,"170103A201","A97.0","D",3
2020-11-01,170103,"170103A202","A97.0","C",1
2020-11-01,170103,"170103A202","A97.0","D",5
2020-11-01,170103,"170103A301","A97.0","D",14
2020-11-01,170103,"170103A301","A97.1","D",3
2020-11-01,170103,"170103A303","A97.0","D",7
2020-11-01,170103,"170103A303","A97.1","D",1
2020-11-01,170104,"170104A201","A97.0","C",31
2020-11-01,170104,"170104A201","A97.0","D",16
2020-11-01,170104,"170104A201","A97.1","D",2
2020-11-01,170104,"170104A304","A97.0","D",1
2020-11-01,170104,"170104A305","A97.0","D",3
2020-11-01,170104,"170104A307","A97.0","D",1
2020-11-01,170104,"170104A307","A97.1","D",1
2020-11-01,170203,"170203A201","A97.0","C",1
2020-11-01,170203,"170203A201","A97.1","D",1
2020-11-01,170204,"170204A201","A97.0","C",2
2020-11-01,170204,"170204A201","A97.0","D",4
2020-11-01,170204,"170204A201","A97.1","D",3
2020-11-01,170204,"170204A304","A97.0","D",1
2020-11-01,170204,"170204A304","A97.2","D",1
2020-11-01,170204,"170204A305","A97.0","D",1
2020-11-01,170302,"170302A101","A97.0","C",1
2020-11-01,170301,"170302A101","A97.0","D",1
2020-11-01,170302,"170302A101","A97.0","D",8
2020-11-01,170303,"170302A101","A97.0","D",1
2020-11-01,170302,"170302A101","A97.1","D",1
2020-11-01,170302,"170302A305","A97.0","D",6
2020-11-01,170302,"170302A305","A97.1","D",2
2020-11-01,170303,"170303A201","A97.0","D",1
2020-11-01,170101,"211101A101","A97.0","P",1
2020-12-01,170101,"080106A303","A97.0","C",1
2020-12-01,170101,"080108C101","A97.0","C",1
2020-12-01,170101,"080108C101","A97.2","D",1
2020-12-01,170101,"080408A201","A97.0","C",1
2020-12-01,170103,"080901A101","A97.0","D",1
2020-12-01,170102,"080902A203","A97.0","C",1
2020-12-01,170101,"120101A101","A97.0","C",1
2020-12-01,170101,"150135A101","A97.0","P",1
2020-12-01,170101,"170101A101","A97.0","C",38
2020-12-01,170102,"170101A101","A97.0","C",1
2020-12-01,170104,"170101A101","A97.0","C",2
2020-12-01,200706,"170101A101","A97.0","C",1
2020-12-01,170101,"170101A101","A97.1","C",52
2020-12-01,170102,"170101A101","A97.1","C",4
2020-12-01,170103,"170101A101","A97.1","C",1
2020-12-01,170104,"170101A101","A97.1","C",3
2020-12-01,170302,"170101A101","A97.1","C",3
2020-12-01,170103,"170101A101","A97.2","C",1
2020-12-01,170101,"170101A101","A97.0","D",29
2020-12-01,170102,"170101A101","A97.0","D",3
2020-12-01,170103,"170101A101","A97.0","D",1
2020-12-01,170104,"170101A101","A97.0","D",1
2020-12-01,170203,"170101A101","A97.0","D",1
2020-12-01,170101,"170101A101","A97.1","D",50
2020-12-01,170102,"170101A101","A97.1","D",5
2020-12-01,170103,"170101A101","A97.1","D",2
2020-12-01,170104,"170101A101","A97.1","D",2
2020-12-01,170201,"170101A101","A97.1","D",1
2020-12-01,170301,"170101A101","A97.1","D",1
2020-12-01,170101,"170101A101","A97.1","P",2
2020-12-01,170101,"170101A201","A97.0","C",55
2020-12-01,170104,"170101A201","A97.0","C",1
2020-12-01,170101,"170101A201","A97.1","C",10
2020-12-01,170101,"170101A201","A97.2","C",1
2020-12-01,170101,"170101A201","A97.0","D",40
2020-12-01,170104,"170101A201","A97.0","D",1
2020-12-01,170101,"170101A201","A97.1","D",9
2020-12-01,170101,"170101A201","A97.2","D",1
2020-12-01,170101,"170101A202","A97.0","C",62
2020-12-01,170101,"170101A202","A97.1","C",5
2020-12-01,999999,"170101A202","A97.1","C",1
2020-12-01,170101,"170101A202","A97.0","D",71
2020-12-01,170203,"170101A202","A97.0","D",1
2020-12-01,170101,"170101A202","A97.1","D",3
2020-12-01,170101,"170101A303","A97.0","D",1
2020-12-01,170101,"170101A303","A97.1","D",1
2020-12-01,170101,"170101A306","A97.0","C",40
2020-12-01,170101,"170101A306","A97.1","C",3
2020-12-01,170101,"170101A306","A97.0","D",33
2020-12-01,170103,"170101A306","A97.0","D",1
2020-12-01,170101,"170101A306","A97.1","D",3
2020-12-01,170101,"170101A308","A97.0","C",5
2020-12-01,170101,"170101A308","A97.1","C",1
2020-12-01,170101,"170101A308","A97.0","D",4
2020-12-01,170101,"170101A313","A97.0","D",1
2020-12-01,170101,"170101A324","A97.0","C",1
2020-12-01,170101,"170101A324","A97.0","D",1
2020-12-01,170101,"170101A325","A97.0","D",3
2020-12-01,170101,"170101C101","A97.0","C",5
2020-12-01,170103,"170101C101","A97.0","C",1
2020-12-01,170101,"170101C101","A97.1","C",8
2020-12-01,170103,"170101C101","A97.1","C",1
2020-12-01,170302,"170101C101","A97.1","C",1
2020-12-01,170101,"170101C101","A97.1","D",1
2020-12-01,170102,"170102A201","A97.0","C",24
2020-12-01,170102,"170102A201","A97.0","D",25
2020-12-01,170104,"170102A201","A97.0","D",1
2020-12-01,210309,"170102A201","A97.0","D",1
2020-12-01,170102,"170102A308","A97.0","D",2
2020-12-01,170102,"170102A310","A97.1","C",1
2020-12-01,170102,"170102A313","A97.1","C",1
2020-12-01,170103,"170103A201","A97.0","D",1
2020-12-01,170103,"170103A202","A97.0","C",1
2020-12-01,170103,"170103A202","A97.0","D",4
2020-12-01,170103,"170103A301","A97.0","C",3
2020-12-01,170103,"170103A301","A97.0","D",4
2020-12-01,170103,"170103A303","A97.0","C",2
2020-12-01,170103,"170103A303","A97.0","D",9
2020-12-01,170104,"170104A201","A97.0","C",8
2020-12-01,170104,"170104A201","A97.1","C",1
2020-12-01,170104,"170104A201","A97.0","D",7
2020-12-01,170104,"170104A307","A97.0","D",1
2020-12-01,170203,"170203A201","A97.0","D",3
2020-12-01,170204,"170204A201","A97.0","D",5
2020-12-01,170204,"170204A302","A97.0","D",1
2020-12-01,170204,"170204A304","A97.0","D",1
2020-12-01,170204,"170204A304","A97.1","D",2
2020-12-01,170204,"170204A305","A97.0","D",1
2020-12-01,170301,"170301A201","A97.0","C",2
2020-12-01,170301,"170301A201","A97.0","D",2
2020-12-01,170302,"170302A101","A97.0","C",10
2020-12-01,170302,"170302A101","A97.1","C",2
2020-12-01,170302,"170302A101","A97.0","D",10
2020-12-01,170302,"170302A305","A97.0","C",11
2020-12-01,170302,"170302A305","A97.1","C",3
2020-12-01,170302,"170302A305","A97.0","D",5
2020-12-01,170303,"170302A305","A97.0","D",1
2020-12-01,170302,"170302A305","A97.1","D",3
2020-12-01,170303,"170303A201","A97.0","C",4
2020-12-01,170303,"170303A201","A97.0","D",1
2021-01-01,170101,"070103A101","A97.0","C",1
2021-01-01,170203,"080101A101","A97.0","C",1
2021-01-01,170101,"080101A101","A97.0","D",2
2021-01-01,170101,"080108C101","A97.0","C",1
2021-01-01,170102,"080108C101","A97.0","C",1
2021-01-01,170104,"080108C101","A97.0","C",1
2021-01-01,170101,"080408A201","A97.0","D",1
2021-01-01,170102,"081203A301","A97.0","C",3
2021-01-01,170102,"081203A301","A97.0","D",1
2021-01-01,170101,"150105A101","A97.1","C",1
2021-01-01,170101,"170101A101","A97.0","C",20
2021-01-01,170103,"170101A101","A97.0","C",1
2021-01-01,170101,"170101A101","A97.1","C",58
2021-01-01,170102,"170101A101","A97.1","C",4
2021-01-01,170103,"170101A101","A97.1","C",1
2021-01-01,170101,"170101A101","A97.0","D",43
2021-01-01,170102,"170101A101","A97.0","D",1
2021-01-01,170103,"170101A101","A97.0","D",1
2021-01-01,170101,"170101A101","A97.1","D",66
2021-01-01,170102,"170101A101","A97.1","D",3
2021-01-01,170103,"170101A101","A97.1","D",3
2021-01-01,170104,"170101A101","A97.1","D",2
2021-01-01,170203,"170101A101","A97.1","D",1
2021-01-01,170204,"170101A101","A97.1","D",1
2021-01-01,170101,"170101A101","A97.2","D",1
2021-01-01,170101,"170101A201","A97.0","C",52
2021-01-01,170103,"170101A201","A97.0","C",1
2021-01-01,170101,"170101A201","A97.1","C",6
2021-01-01,170103,"170101A201","A97.1","C",1
2021-01-01,170101,"170101A201","A97.0","D",56
2021-01-01,170102,"170101A201","A97.0","D",1
2021-01-01,170101,"170101A201","A97.1","D",8
2021-01-01,170101,"170101A201","A97.0","P",1
2021-01-01,170101,"170101A202","A97.0","C",62
2021-01-01,170101,"170101A202","A97.1","C",4
2021-01-01,170101,"170101A202","A97.0","D",71
2021-01-01,170103,"170101A202","A97.0","D",1
2021-01-01,170104,"170101A202","A97.0","D",1
2021-01-01,170101,"170101A202","A97.1","D",2
2021-01-01,170101,"170101A306","A97.0","C",27
2021-01-01,170101,"170101A306","A97.1","C",2
2021-01-01,170101,"170101A306","A97.0","D",23
2021-01-01,170101,"170101A308","A97.0","C",1
2021-01-01,170104,"170101A308","A97.0","C",1
2021-01-01,170101,"170101A308","A97.0","D",5
2021-01-01,170101,"170101A313","A97.0","C",1
2021-01-01,170101,"170101A320","A97.0","C",1
2021-01-01,170101,"170101A324","A97.0","D",3
2021-01-01,170101,"170101A325","A97.0","C",2
2021-01-01,170101,"170101A327","A97.0","D",1
2021-01-01,170101,"170101A333","A97.0","D",2
2021-01-01,170101,"170101C101","A97.0","C",41
2021-01-01,170101,"170101C101","A97.1","C",13
2021-01-01,170101,"170101C101","A97.2","C",1
2021-01-01,170101,"170101C101","A97.0","D",88
2021-01-01,170103,"170101C101","A97.0","D",1
2021-01-01,170303,"170101C101","A97.0","D",1
2021-01-01,170101,"170101C101","A97.1","D",5
2021-01-01,170102,"170101C101","A97.1","D",1
2021-01-01,170101,"170101C101","A97.2","D",1
2021-01-01,170102,"170102A201","A97.0","C",24
2021-01-01,170102,"170102A201","A97.0","D",19
2021-01-01,170102,"170102A307","A97.0","C",1
2021-01-01,170102,"170102A308","A97.0","D",1
2021-01-01,170104,"170102A311","A97.0","D",2
2021-01-01,170103,"170103A201","A97.0","C",1
2021-01-01,170103,"170103A201","A97.0","D",4
2021-01-01,170103,"170103A202","A97.0","C",1
2021-01-01,170103,"170103A202","A97.0","D",1
2021-01-01,170101,"170103A301","A97.0","C",6
2021-01-01,170103,"170103A301","A97.0","C",7
2021-01-01,170103,"170103A301","A97.0","D",13
2021-01-01,170103,"170103A301","A97.1","D",1
2021-01-01,170103,"170103A303","A97.0","C",10
2021-01-01,170103,"170103A303","A97.0","D",6
2021-01-01,170103,"170103A303","A97.1","D",1
2021-01-01,170103,"170103A307","A97.0","D",2
2021-01-01,170104,"170104A201","A97.0","D",10
2021-01-01,170104,"170104A305","A97.0","D",2
2021-01-01,170104,"170104A307","A97.0","D",1
2021-01-01,170203,"170203A201","A97.0","C",2
2021-01-01,170203,"170203A201","A97.0","D",1
2021-01-01,170203,"170203A201","A97.0","P",1
2021-01-01,170204,"170204A201","A97.0","C",3
2021-01-01,170101,"170204A201","A97.0","D",1
2021-01-01,170204,"170204A201","A97.0","D",3
2021-01-01,170204,"170204A304","A97.0","C",1
2021-01-01,170204,"170204A304","A97.0","D",1
2021-01-01,170204,"170204A305","A97.0","D",2
2021-01-01,170301,"170301A201","A97.0","C",9
2021-01-01,170301,"170301A201","A97.0","D",13
2021-01-01,170301,"170301A201","A97.0","P",1
2021-01-01,170302,"170302A101","A97.0","C",1
2021-01-01,170302,"170302A101","A97.0","D",1
2021-01-01,170302,"170302A305","A97.0","C",12
2021-01-01,170302,"170302A305","A97.1","C",2
2021-01-01,170302,"170302A305","A97.0","D",11
2021-01-01,170302,"170302A305","A97.1","D",3
2021-01-01,170302,"170303A201","A97.0","D",1
2021-01-01,170303,"170303A201","A97.0","D",2
2021-01-01,170303,"170303A301","A97.0","D",1
2021-02-01,170201,"080101A101","A97.0","D",1
2021-02-01,170101,"080106A101","A97.1","C",1
2021-02-01,170201,"080108C101","A97.0","D",1
2021-02-01,170102,"081203A301","A97.0","D",2
2021-02-01,170103,"081305A201","A97.0","D",1
2021-02-01,170101,"170101A101","A97.0","C",9
2021-02-01,170102,"170101A101","A97.0","C",1
2021-02-01,170104,"170101A101","A97.0","C",1
2021-02-01,170204,"170101A101","A97.0","C",1
2021-02-01,170101,"170101A101","A97.1","C",27
2021-02-01,170102,"170101A101","A97.1","C",2
2021-02-01,170103,"170101A101","A97.1","C",1
2021-02-01,170104,"170101A101","A97.1","C",2
2021-02-01,170301,"170101A101","A97.1","C",1
2021-02-01,170101,"170101A101","A97.2","C",2
2021-02-01,81203,"170101A101","A97.0","D",1
2021-02-01,170101,"170101A101","A97.0","D",71
2021-02-01,170102,"170101A101","A97.0","D",4
2021-02-01,170103,"170101A101","A97.0","D",5
2021-02-01,170104,"170101A101","A97.0","D",2
2021-02-01,170301,"170101A101","A97.0","D",2
2021-02-01,170302,"170101A101","A97.0","D",1
2021-02-01,81203,"170101A101","A97.1","D",4
2021-02-01,170101,"170101A101","A97.1","D",64
2021-02-01,170102,"170101A101","A97.1","D",12
2021-02-01,170103,"170101A101","A97.1","D",6
2021-02-01,170104,"170101A101","A97.1","D",2
2021-02-01,170301,"170101A101","A97.1","D",1
2021-02-01,170302,"170101A101","A97.1","D",1
2021-02-01,170303,"170101A101","A97.1","D",1
2021-02-01,170101,"170101A101","A97.0","P",2
2021-02-01,170101,"170101A101","A97.1","P",2
2021-02-01,170204,"170101A101","A97.1","P",1
2021-02-01,170101,"170101A201","A97.0","C",12
2021-02-01,170101,"170101A201","A97.0","D",45
2021-02-01,170104,"170101A201","A97.0","D",1
2021-02-01,170101,"170101A201","A97.1","D",2
2021-02-01,170101,"170101A202","A97.0","C",9
2021-02-01,170102,"170101A202","A97.0","C",1
2021-02-01,170101,"170101A202","A97.0","D",44
2021-02-01,170101,"170101A202","A97.0","P",1
2021-02-01,170101,"170101A306","A97.0","C",7
2021-02-01,170101,"170101A306","A97.0","D",17
2021-02-01,170101,"170101A306","A97.1","D",1
2021-02-01,170101,"170101A306","A97.0","P",1
2021-02-01,170101,"170101A308","A97.0","C",1
2021-02-01,170101,"170101A308","A97.0","D",1
2021-02-01,170101,"170101A320","A97.0","D",1
2021-02-01,170101,"170101C101","A97.0","C",30
2021-02-01,170103,"170101C101","A97.0","C",2
2021-02-01,170302,"170101C101","A97.0","C",1
2021-02-01,170101,"170101C101","A97.1","C",1
2021-02-01,170101,"170101C101","A97.0","D",183
2021-02-01,170102,"170101C101","A97.0","D",1
2021-02-01,170103,"170101C101","A97.0","D",8
2021-02-01,170303,"170101C101","A97.0","D",1
2021-02-01,170101,"170101C101","A97.1","D",11
2021-02-01,170101,"170101C101","A97.0","P",1
2021-02-01,170101,"170102A201","A97.0","C",1
2021-02-01,170102,"170102A201","A97.0","C",21
2021-02-01,170101,"170102A201","A97.0","D",1
2021-02-01,170102,"170102A201","A97.0","D",31
2021-02-01,170103,"170102A201","A97.0","D",1
2021-02-01,210309,"170102A201","A97.0","D",1
2021-02-01,170102,"170102A307","A97.0","D",3
2021-02-01,170102,"170102A307","A97.1","D",1
2021-02-01,170102,"170102A308","A97.0","D",1
2021-02-01,170102,"170102A313","A97.0","D",1
2021-02-01,170103,"170103A201","A97.0","C",8
2021-02-01,170103,"170103A201","A97.0","D",19
2021-02-01,170104,"170103A201","A97.0","D",1
2021-02-01,170103,"170103A202","A97.0","C",3
2021-02-01,170103,"170103A202","A97.0","D",4
2021-02-01,170101,"170103A301","A97.0","C",4
2021-02-01,170103,"170103A301","A97.0","C",4
2021-02-01,170101,"170103A301","A97.0","D",3
2021-02-01,170103,"170103A301","A97.0","D",9
2021-02-01,170103,"170103A303","A97.0","C",4
2021-02-01,170103,"170103A303","A97.0","D",9
2021-02-01,170103,"170103A307","A97.0","D",2
2021-02-01,170104,"170104A201","A97.0","C",4
2021-02-01,170104,"170104A201","A97.0","D",5
2021-02-01,170204,"170204A201","A97.0","C",2
2021-02-01,170204,"170204A201","A97.0","D",5
2021-02-01,170204,"170204A304","A97.0","C",1
2021-02-01,170204,"170204A304","A97.0","D",1
2021-02-01,170301,"170301A201","A97.0","C",14
2021-02-01,170301,"170301A201","A97.0","D",25
2021-02-01,170302,"170302A101","A97.0","C",1
2021-02-01,170302,"170302A101","A97.0","D",12
2021-02-01,170302,"170302A305","A97.0","D",6
2021-02-01,170303,"170303A201","A97.0","D",2
2021-03-01,170101,"050110C101","A97.0","C",1
2021-03-01,170201,"070103A101","A97.0","C",1
2021-03-01,170204,"080101A101","A97.1","C",1
2021-03-01,170101,"080101A101","A97.0","D",1
2021-03-01,170204,"080101A101","A97.0","D",1
2021-03-01,170102,"080901A304","A97.0","C",1
2021-03-01,170102,"080902A204","A97.0","C",1
2021-03-01,170101,"150113D104","A97.0","C",1
2021-03-01,170101,"170101A101","A97.0","C",11
2021-03-01,170103,"170101A101","A97.0","C",1
2021-03-01,170204,"170101A101","A97.0","C",1
2021-03-01,170101,"170101A101","A97.1","C",28
2021-03-01,170102,"170101A101","A97.1","C",2
2021-03-01,170103,"170101A101","A97.1","C",2
2021-03-01,170204,"170101A101","A97.1","C",2
2021-03-01,170101,"170101A101","A97.2","C",1
2021-03-01,170101,"170101A101","A97.0","D",65
2021-03-01,170102,"170101A101","A97.0","D",6
2021-03-01,170103,"170101A101","A97.0","D",3
2021-03-01,170203,"170101A101","A97.0","D",2
2021-03-01,170303,"170101A101","A97.0","D",2
2021-03-01,170101,"170101A101","A97.1","D",135
2021-03-01,170102,"170101A101","A97.1","D",3
2021-03-01,170103,"170101A101","A97.1","D",4
2021-03-01,170203,"170101A101","A97.1","D",1
2021-03-01,170204,"170101A101","A97.1","D",2
2021-03-01,170301,"170101A101","A97.1","D",1
2021-03-01,170302,"170101A101","A97.1","D",3
2021-03-01,170303,"170101A101","A97.1","D",2
2021-03-01,170302,"170101A101","A97.2","D",1
2021-03-01,170101,"170101A101","A97.0","P",3
2021-03-01,170101,"170101A101","A97.1","P",1
2021-03-01,170101,"170101A201","A97.0","C",11
2021-03-01,170101,"170101A201","A97.0","D",60
2021-03-01,170103,"170101A201","A97.0","D",2
2021-03-01,170101,"170101A201","A97.1","D",5
2021-03-01,170101,"170101A202","A97.0","C",15
2021-03-01,80601,"170101A202","A97.0","D",1
2021-03-01,170101,"170101A202","A97.0","D",64
2021-03-01,170103,"170101A202","A97.0","D",2
2021-03-01,170101,"170101A202","A97.1","D",2
2021-03-01,170101,"170101A202","A97.0","P",1
2021-03-01,170101,"170101A302","A97.0","D",2
2021-03-01,170101,"170101A306","A97.0","C",5
2021-03-01,170101,"170101A306","A97.0","D",25
2021-03-01,170101,"170101A306","A97.1","D",2
2021-03-01,170101,"170101A307","A97.0","D",1
2021-03-01,170101,"170101A308","A97.0","D",5
2021-03-01,170104,"170101A308","A97.0","D",1
2021-03-01,170101,"170101A313","A97.0","D",1
2021-03-01,170101,"170101A320","A97.0","D",1
2021-03-01,170104,"170101A320","A97.0","D",1
2021-03-01,170101,"170101A324","A97.0","D",1
2021-03-01,170101,"170101A325","A97.0","C",1
2021-03-01,170101,"170101A325","A97.0","D",4
2021-03-01,170101,"170101A333","A97.1","C",1
2021-03-01,170101,"170101A333","A97.0","D",1
2021-03-01,170101,"170101C101","A97.0","C",21
2021-03-01,170301,"170101C101","A97.0","C",1
2021-03-01,170101,"170101C101","A97.1","C",5
2021-03-01,170101,"170101C101","A97.0","D",169
2021-03-01,170103,"170101C101","A97.0","D",6
2021-03-01,170104,"170101C101","A97.0","D",2
2021-03-01,170303,"170101C101","A97.0","D",1
2021-03-01,170101,"170101C101","A97.1","D",13
2021-03-01,170103,"170101C101","A97.1","D",1
2021-03-01,170103,"170101C101","A97.2","D",1
2021-03-01,170101,"170101C101","A97.0","P",1
2021-03-01,170102,"170102A201","A97.0","C",7
2021-03-01,170101,"170102A201","A97.0","D",2
2021-03-01,170102,"170102A201","A97.0","D",35
2021-03-01,210303,"170102A201","A97.0","D",1
2021-03-01,170102,"170102A307","A97.0","D",4
2021-03-01,170102,"170102A308","A97.0","C",3
2021-03-01,170102,"170102A308","A97.0","D",1
2021-03-01,170104,"170102A311","A97.0","D",3
2021-03-01,170102,"170102A313","A97.1","D",1
2021-03-01,170103,"170103A201","A97.0","C",6
2021-03-01,170103,"170103A201","A97.0","D",14
2021-03-01,170103,"170103A201","A97.1","D",1
2021-03-01,170101,"170103A202","A97.0","D",4
2021-03-01,170103,"170103A202","A97.0","D",3
2021-03-01,170101,"170103A202","A97.1","D",1
2021-03-01,170101,"170103A301","A97.0","C",2
2021-03-01,170103,"170103A301","A97.1","C",1
2021-03-01,170101,"170103A301","A97.0","D",3
2021-03-01,170103,"170103A301","A97.0","D",10
2021-03-01,170103,"170103A301","A97.1","D",3
2021-03-01,170101,"170103A303","A97.0","C",1
2021-03-01,170103,"170103A303","A97.0","C",1
2021-03-01,170103,"170103A303","A97.0","D",14
2021-03-01,170103,"170103A303","A97.1","D",1
2021-03-01,170103,"170103A307","A97.0","D",3
2021-03-01,170104,"170104A201","A97.0","C",2
2021-03-01,170104,"170104A201","A97.0","D",12
2021-03-01,170104,"170104A201","A97.0","P",1
2021-03-01,170104,"170104A301","A97.0","D",2
2021-03-01,170204,"170204A201","A97.0","C",1
2021-03-01,170204,"170204A302","A97.0","D",3
2021-03-01,170101,"170301A201","A97.0","C",1
2021-03-01,170301,"170301A201","A97.0","C",13
2021-03-01,170101,"170301A201","A97.0","D",1
2021-03-01,170301,"170301A201","A97.0","D",24
2021-03-01,999999,"170301A201","A97.0","D",1
2021-03-01,170302,"170302A101","A97.0","C",3
2021-03-01,170101,"170302A101","A97.0","D",1
2021-03-01,170302,"170302A101","A97.0","D",32
2021-03-01,170302,"170302A101","A97.1","D",1
2021-03-01,170303,"170303A201","A97.0","D",4
2021-03-01,170101,"211101A101","A97.1","P",1
2021-04-01,170102,"080101A101","A97.0","C",1
2021-04-01,170101,"080106A101","A97.1","D",1
2021-04-01,170101,"080108A202","A97.0","C",1
2021-04-01,170101,"170101A101","A97.0","C",2
2021-04-01,170101,"170101A101","A97.1","C",4
2021-04-01,170203,"170101A101","A97.1","C",1
2021-04-01,170101,"170101A101","A97.0","D",15
2021-04-01,170102,"170101A101","A97.0","D",2
2021-04-01,170103,"170101A101","A97.0","D",1
2021-04-01,170104,"170101A101","A97.0","D",1
2021-04-01,170301,"170101A101","A97.0","D",1
2021-04-01,170101,"170101A101","A97.1","D",28
2021-04-01,170102,"170101A101","A97.1","D",2
2021-04-01,170103,"170101A101","A97.1","D",3
2021-04-01,170104,"170101A101","A97.1","D",2
2021-04-01,170301,"170101A101","A97.1","D",1
2021-04-01,170302,"170101A101","A97.1","D",1
2021-04-01,170303,"170101A101","A97.1","D",1
2021-04-01,170101,"170101A101","A97.2","D",1
2021-04-01,170101,"170101A201","A97.0","C",2
2021-04-01,170101,"170101A201","A97.1","C",1
2021-04-01,170101,"170101A201","A97.0","D",23
2021-04-01,170103,"170101A201","A97.0","D",1
2021-04-01,160113,"170101A201","A97.1","D",1
2021-04-01,170101,"170101A201","A97.1","D",5
2021-04-01,170102,"170101A201","A97.1","D",1
2021-04-01,170302,"170101A201","A97.1","D",1
2021-04-01,170101,"170101A202","A97.0","C",3
2021-04-01,170101,"170101A202","A97.0","D",27
2021-04-01,170104,"170101A202","A97.0","D",1
2021-04-01,170301,"170101A202","A97.0","D",1
2021-04-01,170101,"170101A202","A97.1","D",1
2021-04-01,170101,"170101A202","A97.0","P",1
2021-04-01,170101,"170101A306","A97.0","C",2
2021-04-01,170101,"170101A306","A97.1","C",1
2021-04-01,170101,"170101A306","A97.0","D",5
2021-04-01,170101,"170101A308","A97.0","C",1
2021-04-01,170101,"170101A308","A97.0","D",1
2021-04-01,170101,"170101A313","A97.0","D",1
2021-04-01,170101,"170101C101","A97.0","C",16
2021-04-01,170103,"170101C101","A97.0","C",1
2021-04-01,170101,"170101C101","A97.1","C",1
2021-04-01,170101,"170101C101","A97.0","D",43
2021-04-01,170103,"170101C101","A97.0","D",2
2021-04-01,170101,"170101C101","A97.1","D",3
2021-04-01,170101,"170102A201","A97.0","C",1
2021-04-01,170102,"170102A201","A97.0","C",2
2021-04-01,170101,"170102A201","A97.0","D",2
2021-04-01,170102,"170102A201","A97.0","D",5
2021-04-01,170103,"170102A201","A97.0","D",1
2021-04-01,170102,"170102A308","A97.0","C",1
2021-04-01,170103,"170103A201","A97.0","D",1
2021-04-01,170103,"170103A202","A97.0","D",1
2021-04-01,170103,"170103A301","A97.0","C",2
2021-04-01,170103,"170103A301","A97.0","D",8
2021-04-01,170103,"170103A301","A97.1","D",2
2021-04-01,170103,"170103A303","A97.0","D",5
2021-04-01,170104,"170104A201","A97.0","D",3
2021-04-01,170201,"170104A201","A97.0","D",1
2021-04-01,170104,"170104A201","A97.0","P",1
2021-04-01,170204,"170204A201","A97.0","D",1
2021-04-01,170301,"170301A201","A97.0","C",2
2021-04-01,170302,"170301A201","A97.0","C",1
2021-04-01,170301,"170301A201","A97.0","D",18
2021-04-01,170302,"170302A101","A97.0","C",3
2021-04-01,170302,"170302A101","A97.0","D",19
2021-04-01,170101,"170302A101","A97.1","D",1
2021-04-01,170301,"170302A305","A97.0","D",1
2021-04-01,170303,"170303A201","A97.0","D",1
2021-04-01,170102,"210309A201","A97.0","P",1
2021-04-01,170101,"211101A101","A97.0","C",1
2021-05-01,170101,"040101A102","A97.0","D",1
2021-05-01,170204,"040101A102","A97.0","D",1
2021-05-01,170102,"080101A101","A97.2","C",1
2021-05-01,170101,"080101A101","A97.0","D",2
2021-05-01,170102,"080106A101","A97.0","C",1
2021-05-01,170102,"080106A201","A97.0","D",1
2021-05-01,170101,"080901A304","A97.0","C",1
2021-05-01,170102,"080902A204","A97.0","D",1
2021-05-01,170102,"081203A301","A97.0","D",1
2021-05-01,170101,"170101A101","A97.0","C",4
2021-05-01,170102,"170101A101","A97.0","C",1
2021-05-01,170204,"170101A101","A97.0","C",1
2021-05-01,170101,"170101A101","A97.1","C",3
2021-05-01,170103,"170101A101","A97.1","C",1
2021-05-01,170101,"170101A101","A97.2","C",1
2021-05-01,170101,"170101A101","A97.0","D",44
2021-05-01,170102,"170101A101","A97.0","D",1
2021-05-01,170103,"170101A101","A97.0","D",1
2021-05-01,170203,"170101A101","A97.0","D",1
2021-05-01,170204,"170101A101","A97.0","D",1
2021-05-01,170101,"170101A101","A97.1","D",27
2021-05-01,170102,"170101A101","A97.1","D",5
2021-05-01,170103,"170101A101","A97.1","D",1
2021-05-01,170203,"170101A101","A97.1","D",1
2021-05-01,170204,"170101A101","A97.1","D",1
2021-05-01,170302,"170101A101","A97.1","D",1
2021-05-01,170303,"170101A101","A97.1","D",2
2021-05-01,170101,"170101A101","A97.2","D",1
2021-05-01,170101,"170101A101","A97.0","P",1
2021-05-01,170101,"170101A201","A97.0","C",3
2021-05-01,170101,"170101A201","A97.1","C",2
2021-05-01,170101,"170101A201","A97.0","D",28
2021-05-01,170102,"170101A201","A97.0","D",1
2021-05-01,170103,"170101A201","A97.0","D",1
2021-05-01,170101,"170101A201","A97.1","D",3
2021-05-01,170101,"170101A202","A97.0","C",6
2021-05-01,81203,"170101A202","A97.0","D",1
2021-05-01,170101,"170101A202","A97.0","D",36
2021-05-01,170101,"170101A202","A97.1","D",2
